Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,medicine_name,patient_driven_demand,wh_weight,Rolling_7Day_Demand,Safety_Stock_Buffer,demand_next_leadtime,projected_inventory,Restock_Alert_Target,recommended_reorder,stockout_risk
2024-01-28,SKU_1,WH_1,SUP_8,West,29,427,14,379,0,13.95,20.48,0,0,29.99,Statin_High_Intensity,21.08,0.20180413763301464,24.142857142857142,48,287.72999999999996,139.27000000000004,1,240.0,Critical
2024-01-29,SKU_1,WH_1,SUP_8,West,29,398,14,379,0,13.95,20.48,0,0,28.37,Statin_High_Intensity,20.91,0.20180413763301464,24.285714285714285,19,286.97999999999996,111.02000000000004,1,268.0,Critical
2024-01-30,SKU_1,WH_1,SUP_8,North,23,375,14,379,0,13.95,20.48,0,0,25.02,Statin_High_Intensity,20.73,0.20180413763301464,24.714285714285715,-4,287.91,87.08999999999997,1,292.0,Critical
2024-01-31,SKU_1,WH_1,SUP_8,West,18,754,14,379,397,13.95,20.48,0,0,14.94,Statin_High_Intensity,21.08,0.20180413763301464,23.857142857142858,375,288.69,465.31,0,0.0,Warning
2024-02-01,SKU_1,WH_1,SUP_8,South,34,720,14,379,0,13.95,20.48,0,0,33.54,Statin_High_Intensity,20.76,0.20180413763301464,25.857142857142858,341,287.99,432.01,0,0.0,Warning
2024-02-02,SKU_1,WH_1,SUP_8,West,24,696,14,379,0,13.95,20.48,0,0,25.21,Statin_High_Intensity,21.84,0.20180413763301464,26.428571428571427,317,287.49,408.51,0,0.0,Warning
2024-02-03,SKU_1,WH_1,SUP_8,South,22,674,14,379,0,13.95,20.48,0,0,21.56,Statin_High_Intensity,18.97,0.20180413763301464,25.571428571428573,295,286.84999999999997,387.15000000000003,0,0.0,Warning
2024-02-04,SKU_1,WH_1,SUP_8,North,32,642,14,379,0,13.95,20.48,1,0,26.98,Statin_High_Intensity,19.92,0.20180413763301464,26.0,263,287.84000000000003,354.15999999999997,1,25.0,Critical
2024-02-05,SKU_1,WH_1,SUP_8,East,25,617,14,379,0,13.95,20.48,0,0,26.03,Statin_High_Intensity,19.67,0.20180413763301464,25.428571428571427,238,286.97,330.03,1,49.0,Critical
2024-02-06,SKU_1,WH_1,SUP_8,South,24,593,14,379,0,13.95,20.48,0,0,24.9,Statin_High_Intensity,19.87,0.20180413763301464,25.571428571428573,214,287.86,305.14,1,74.0,Critical
2024-02-07,SKU_1,WH_1,SUP_8,East,35,558,14,379,0,13.95,20.48,0,0,29.18,Statin_High_Intensity,21.27,0.20180413763301464,28.0,179,288.71999999999997,269.28000000000003,1,110.0,Critical
2024-02-08,SKU_1,WH_1,SUP_8,East,22,536,14,379,0,13.95,20.48,0,0,24.32,Statin_High_Intensity,20.24,0.20180413763301464,26.285714285714285,157,287.99,248.01,1,131.0,Critical
2024-02-09,SKU_1,WH_1,SUP_8,South,28,508,14,379,0,13.95,20.48,0,0,27.93,Statin_High_Intensity,20.58,0.20180413763301464,26.857142857142858,129,287.84,220.16000000000003,1,159.0,Critical
2024-02-10,SKU_1,WH_1,SUP_8,North,21,487,14,379,0,13.95,20.48,0,0,19.3,Statin_High_Intensity,20.81,0.20180413763301464,26.714285714285715,108,288.11,198.89,1,180.0,Critical
2024-02-11,SKU_1,WH_1,SUP_8,South,21,466,14,379,0,13.95,20.48,0,0,18.95,Statin_High_Intensity,20.33,0.20180413763301464,25.142857142857142,87,287.26,178.74,1,200.0,Critical
2024-02-12,SKU_1,WH_1,SUP_8,West,29,437,14,379,0,13.95,20.48,0,0,25.33,Statin_High_Intensity,21.84,0.20180413763301464,25.714285714285715,58,287.41,149.58999999999997,1,229.0,Critical
2024-02-13,SKU_1,WH_1,SUP_8,West,37,400,14,379,0,13.95,20.48,1,0,29.59,Statin_High_Intensity,21.51,0.20180413763301464,27.571428571428573,21,286.11,113.88999999999999,1,265.0,Critical
2024-02-14,SKU_1,WH_1,SUP_8,East,23,377,14,379,0,13.95,20.48,0,0,22.03,Statin_High_Intensity,20.38,0.20180413763301464,25.857142857142858,-2,284.87,92.13,1,287.0,Critical
2024-02-15,SKU_1,WH_1,SUP_8,South,21,699,14,379,343,13.95,20.48,0,0,23.22,Statin_High_Intensity,20.26,0.20180413763301464,25.714285714285715,320,284.86,414.14,0,0.0,Warning
2024-02-16,SKU_1,WH_1,SUP_8,North,23,676,14,379,0,13.95,20.48,1,0,23.36,Statin_High_Intensity,21.2,0.20180413763301464,25.0,297,286.07,389.93,0,0.0,Warning
2024-02-17,SKU_1,WH_1,SUP_8,East,20,656,14,379,0,13.95,20.48,0,0,23.57,Statin_High_Intensity,19.96,0.20180413763301464,24.857142857142858,277,286.46000000000004,369.53999999999996,1,9.0,Critical
2024-02-18,SKU_1,WH_1,SUP_8,South,28,628,14,379,0,13.95,20.48,0,0,28.32,Statin_High_Intensity,19.05,0.20180413763301464,25.857142857142858,249,287.77,340.23,1,39.0,Critical
2024-02-19,SKU_1,WH_1,SUP_8,West,24,604,14,379,0,13.95,20.48,0,0,24.7,Statin_High_Intensity,20.56,0.20180413763301464,25.142857142857142,225,288.54999999999995,315.45000000000005,1,64.0,Critical
2024-02-20,SKU_1,WH_1,SUP_8,West,31,573,14,379,0,13.95,20.48,0,0,36.37,Statin_High_Intensity,20.73,0.20180413763301464,24.285714285714285,194,288.77,284.23,1,95.0,Critical
2024-02-21,SKU_1,WH_1,SUP_8,South,28,545,14,379,0,13.95,20.48,0,0,24.35,Statin_High_Intensity,20.54,0.20180413763301464,25.0,166,288.48,256.52,1,122.0,Critical
2024-02-22,SKU_1,WH_1,SUP_8,West,27,518,14,379,0,13.95,20.48,0,0,25.85,Statin_High_Intensity,20.09,0.20180413763301464,25.857142857142858,139,289.31,228.69,1,150.0,Critical
2024-02-23,SKU_1,WH_1,SUP_8,North,32,486,14,379,0,13.95,20.48,0,0,33.24,Statin_High_Intensity,20.85,0.20180413763301464,27.142857142857142,107,289.52000000000004,196.47999999999996,1,183.0,Critical
2024-02-24,SKU_1,WH_1,SUP_8,South,31,455,14,379,0,13.95,20.48,0,0,40.18,Statin_High_Intensity,19.96,0.20180413763301464,28.714285714285715,76,289.45,165.55,1,213.0,Critical
2024-02-25,SKU_1,WH_1,SUP_8,East,32,423,14,379,0,13.95,20.48,0,0,31.28,Statin_High_Intensity,20.48,0.20180413763301464,29.285714285714285,44,288.93,134.07,1,245.0,Critical
2024-02-26,SKU_1,WH_1,SUP_8,East,34,389,14,379,0,13.95,20.48,0,0,29.97,Statin_High_Intensity,20.54,0.20180413763301464,30.714285714285715,10,288.5,100.5,1,278.0,Critical
2024-02-27,SKU_1,WH_1,SUP_8,East,31,358,14,379,0,13.95,20.48,0,0,28.43,Statin_High_Intensity,20.27,0.20180413763301464,30.714285714285715,-21,287.97999999999996,70.02000000000004,1,309.0,Critical
2024-02-28,SKU_1,WH_1,SUP_8,North,28,575,14,379,245,13.95,20.48,0,0,28.57,Statin_High_Intensity,20.37,0.20180413763301464,30.714285714285715,196,288.62,286.38,1,93.0,Critical
2024-02-29,SKU_1,WH_1,SUP_8,East,31,544,14,379,0,13.95,20.48,0,0,25.17,Statin_High_Intensity,21.47,0.20180413763301464,31.285714285714285,165,289.41,254.58999999999997,1,124.0,Critical
2024-03-01,SKU_1,WH_1,SUP_8,North,33,511,14,379,0,13.95,20.48,1,0,35.33,Statin_High_Intensity,21.59,0.20180413763301464,31.428571428571427,132,289.1,221.89999999999998,1,157.0,Critical
2024-03-02,SKU_1,WH_1,SUP_8,South,28,483,14,379,0,13.95,20.48,0,0,22.75,Statin_High_Intensity,21.27,0.20180413763301464,31.0,104,286.9,196.10000000000002,1,183.0,Critical
2024-03-03,SKU_1,WH_1,SUP_8,West,29,454,14,379,0,13.95,20.48,0,0,30.16,Statin_High_Intensity,19.83,0.20180413763301464,30.571428571428573,75,286.49,167.51,1,211.0,Critical
2024-03-04,SKU_1,WH_1,SUP_8,East,32,422,14,379,0,13.95,20.48,0,0,28.76,Statin_High_Intensity,20.78,0.20180413763301464,30.285714285714285,43,287.02000000000004,134.97999999999996,1,244.0,Critical
2024-03-05,SKU_1,WH_1,SUP_8,North,34,388,14,379,0,13.95,20.48,0,0,34.15,Statin_High_Intensity,20.44,0.20180413763301464,30.714285714285715,9,285.88,102.12,1,277.0,Critical
2024-03-06,SKU_1,WH_1,SUP_8,East,31,357,14,379,0,13.95,20.48,0,0,28.82,Statin_High_Intensity,21.37,0.20180413763301464,31.142857142857142,-22,285.4,71.60000000000002,1,307.0,Critical
2024-03-07,SKU_1,WH_1,SUP_8,West,31,538,14,379,212,13.95,20.48,0,0,32.54,Statin_High_Intensity,20.3,0.20180413763301464,31.142857142857142,159,284.74,253.26,1,126.0,Critical
2024-03-08,SKU_1,WH_1,SUP_8,North,36,502,14,379,0,13.95,20.48,0,0,36.02,Statin_High_Intensity,20.78,0.20180413763301464,31.571428571428573,123,285.59,216.41000000000003,1,163.0,Critical
2024-03-09,SKU_1,WH_1,SUP_8,East,26,476,14,379,0,13.95,20.48,0,0,25.62,Statin_High_Intensity,19.44,0.20180413763301464,31.285714285714285,97,285.89000000000004,190.10999999999996,1,189.0,Critical
2024-03-10,SKU_1,WH_1,SUP_8,East,25,451,14,379,0,13.95,20.48,0,0,24.29,Statin_High_Intensity,20.05,0.20180413763301464,30.714285714285715,72,287.94,163.06,1,216.0,Critical
2024-03-11,SKU_1,WH_1,SUP_8,South,24,427,14,379,0,13.95,20.48,0,0,22.63,Statin_High_Intensity,20.02,0.20180413763301464,29.571428571428573,48,287.55,139.45,1,240.0,Critical
2024-03-12,SKU_1,WH_1,SUP_8,West,27,400,14,379,0,13.95,20.48,0,0,27.24,Statin_High_Intensity,20.91,0.20180413763301464,28.571428571428573,21,287.8,112.19999999999999,1,267.0,Critical
2024-03-13,SKU_1,WH_1,SUP_8,North,31,369,14,379,0,13.95,20.48,0,0,25.36,Statin_High_Intensity,21.16,0.20180413763301464,28.571428571428573,-10,286.64,82.36000000000001,1,297.0,Critical
2024-03-14,SKU_1,WH_1,SUP_8,East,25,548,14,379,204,13.95,20.48,0,0,27.04,Statin_High_Intensity,21.16,0.20180413763301464,27.714285714285715,169,285.61999999999995,262.38000000000005,1,117.0,Critical
2024-03-15,SKU_1,WH_1,SUP_8,East,29,519,14,379,0,13.95,20.48,0,0,27.05,Statin_High_Intensity,19.39,0.20180413763301464,26.714285714285715,140,285.79,233.20999999999998,1,146.0,Critical
2024-03-16,SKU_1,WH_1,SUP_8,East,29,490,14,379,0,13.95,20.48,0,0,27.54,Statin_High_Intensity,20.86,0.20180413763301464,27.142857142857142,111,288.33000000000004,201.66999999999996,1,177.0,Critical
2024-03-17,SKU_1,WH_1,SUP_8,South,25,465,14,379,0,13.95,20.48,0,0,29.98,Statin_High_Intensity,20.36,0.20180413763301464,27.142857142857142,86,287.88,177.12,1,202.0,Critical
2024-03-18,SKU_1,WH_1,SUP_8,South,27,438,14,379,0,13.95,20.48,1,0,25.97,Statin_High_Intensity,19.64,0.20180413763301464,27.571428571428573,59,287.73,150.26999999999998,1,229.0,Critical
2024-03-19,SKU_1,WH_1,SUP_8,West,23,415,14,379,0,13.95,20.48,0,0,25.75,Statin_High_Intensity,19.96,0.20180413763301464,27.0,36,289.32,125.68,1,253.0,Critical
2024-03-20,SKU_1,WH_1,SUP_8,North,25,390,14,379,0,13.95,20.48,0,0,30.77,Statin_High_Intensity,20.71,0.20180413763301464,26.142857142857142,11,289.6,100.39999999999998,1,279.0,Critical
2024-03-21,SKU_1,WH_1,SUP_8,North,26,364,14,379,0,13.95,20.48,0,0,22.16,Statin_High_Intensity,21.15,0.20180413763301464,26.285714285714285,-15,290.56,73.44,1,306.0,Critical
2024-03-22,SKU_1,WH_1,SUP_8,North,26,584,14,379,246,13.95,20.48,0,0,25.21,Statin_High_Intensity,21.08,0.20180413763301464,25.857142857142858,205,289.19,294.81,1,84.0,Critical
2024-03-23,SKU_1,WH_1,SUP_8,South,27,557,14,379,0,13.95,20.48,0,0,30.29,Statin_High_Intensity,21.49,0.20180413763301464,25.571428571428573,178,287.98,269.02,1,110.0,Critical
2024-03-24,SKU_1,WH_1,SUP_8,North,38,519,14,379,0,13.95,20.48,0,0,33.71,Statin_High_Intensity,19.66,0.20180413763301464,27.428571428571427,140,287.20000000000005,231.79999999999995,1,147.0,Critical
2024-03-25,SKU_1,WH_1,SUP_8,West,29,490,14,379,0,13.95,20.48,0,0,31.27,Statin_High_Intensity,20.27,0.20180413763301464,27.714285714285715,111,287.01,202.99,1,176.0,Critical
2024-03-26,SKU_1,WH_1,SUP_8,West,28,462,14,379,0,13.95,20.48,0,0,28.18,Statin_High_Intensity,19.75,0.20180413763301464,28.428571428571427,83,287.45,174.55,1,204.0,Critical
2024-03-27,SKU_1,WH_1,SUP_8,East,33,429,14,379,0,13.95,20.48,0,0,36.1,Statin_High_Intensity,20.14,0.20180413763301464,29.571428571428573,50,288.44,140.56,1,238.0,Critical
2024-03-28,SKU_1,WH_1,SUP_8,North,40,389,14,379,0,13.95,20.48,0,0,34.14,Statin_High_Intensity,21.33,0.20180413763301464,31.571428571428573,10,288.48,100.51999999999998,1,278.0,Critical
2024-03-29,SKU_1,WH_1,SUP_8,East,32,357,14,379,0,13.95,20.48,0,0,35.18,Statin_High_Intensity,21.93,0.20180413763301464,32.42857142857143,-22,287.64,69.36000000000001,1,310.0,Critical
2024-03-30,SKU_1,WH_1,SUP_8,North,27,793,14,379,463,13.95,20.48,0,0,27.62,Statin_High_Intensity,20.41,0.20180413763301464,32.42857142857143,414,285.98999999999995,507.01000000000005,0,0.0,Warning
2024-03-31,SKU_1,WH_1,SUP_8,North,26,767,14,379,0,13.95,20.48,0,0,24.93,Statin_High_Intensity,20.21,0.20180413763301464,30.714285714285715,388,286.63,480.37,0,0.0,Warning
2024-04-01,SKU_1,WH_1,SUP_8,West,32,735,14,379,0,13.95,20.48,0,0,31.76,Statin_High_Intensity,21.23,0.20180413763301464,31.142857142857142,356,288.23,446.77,0,0.0,Warning
2024-04-02,SKU_1,WH_1,SUP_8,North,33,702,14,379,0,13.95,20.48,0,0,34.83,Statin_High_Intensity,20.24,0.20180413763301464,31.857142857142858,323,286.11,415.89,0,0.0,Warning
2024-04-03,SKU_1,WH_1,SUP_8,West,28,674,14,379,0,13.95,20.48,0,0,26.36,Statin_High_Intensity,21.67,0.20180413763301464,31.142857142857142,295,285.05,388.95,0,0.0,Warning
2024-04-04,SKU_1,WH_1,SUP_8,North,37,637,14,379,0,13.95,20.48,0,0,35.68,Statin_High_Intensity,19.78,0.20180413763301464,30.714285714285715,258,283.71,353.29,1,26.0,Critical
2024-04-05,SKU_1,WH_1,SUP_8,West,33,604,14,379,0,13.95,20.48,0,0,26.24,Statin_High_Intensity,19.87,0.20180413763301464,30.857142857142858,225,284.68,319.32,1,60.0,Critical
2024-04-06,SKU_1,WH_1,SUP_8,North,33,571,14,379,0,13.95,20.48,0,0,32.07,Statin_High_Intensity,20.71,0.20180413763301464,31.714285714285715,192,285.3,285.7,1,93.0,Critical
2024-04-07,SKU_1,WH_1,SUP_8,East,31,540,14,379,0,13.95,20.48,0,0,30.63,Statin_High_Intensity,19.47,0.20180413763301464,32.42857142857143,161,284.14,255.86,1,123.0,Critical
2024-04-08,SKU_1,WH_1,SUP_8,North,50,490,14,379,0,13.95,20.48,1,0,53.2,Statin_High_Intensity,20.71,0.20180413763301464,35.0,111,285.21,204.79000000000002,1,174.0,Critical
2024-04-09,SKU_1,WH_1,SUP_8,North,35,455,14,379,0,13.95,20.48,0,0,41.43,Statin_High_Intensity,20.74,0.20180413763301464,35.285714285714285,76,284.42,170.57999999999998,1,208.0,Critical
2024-04-10,SKU_1,WH_1,SUP_8,North,32,423,14,379,0,13.95,20.48,0,0,33.89,Statin_High_Intensity,20.18,0.20180413763301464,35.857142857142854,44,283.67,139.32999999999998,1,240.0,Critical
2024-04-11,SKU_1,WH_1,SUP_8,East,49,374,14,379,0,13.95,20.48,1,0,50.21,Statin_High_Intensity,20.49,0.20180413763301464,37.57142857142857,-5,284.68,89.32,1,290.0,Critical
2024-04-12,SKU_1,WH_1,SUP_8,South,32,794,14,379,452,13.95,20.48,0,0,36.07,Statin_High_Intensity,20.28,0.20180413763301464,37.42857142857143,415,284.44,509.56,0,0.0,Warning
2024-04-13,SKU_1,WH_1,SUP_8,South,27,767,14,379,0,13.95,20.48,0,0,27.61,Statin_High_Intensity,21.05,0.20180413763301464,36.57142857142857,388,283.99,483.01,0,0.0,Warning
2024-04-14,SKU_1,WH_1,SUP_8,South,29,738,14,379,0,13.95,20.48,0,0,25.47,Statin_High_Intensity,21.81,0.20180413763301464,36.285714285714285,359,282.57,455.43,0,0.0,Warning
2024-04-15,SKU_1,WH_1,SUP_8,West,28,710,14,379,0,13.95,20.48,1,0,23.78,Statin_High_Intensity,19.11,0.20180413763301464,33.142857142857146,331,280.12,429.88,0,0.0,Warning
2024-04-16,SKU_1,WH_1,SUP_8,West,30,680,14,379,0,13.95,20.48,0,0,32.48,Statin_High_Intensity,19.18,0.20180413763301464,32.42857142857143,301,281.21,398.79,0,0.0,Warning
2024-04-17,SKU_1,WH_1,SUP_8,South,19,661,14,379,0,13.95,20.48,0,0,23.71,Statin_High_Intensity,20.33,0.20180413763301464,30.571428571428573,282,283.21,377.79,1,1.0,Critical
2024-04-18,SKU_1,WH_1,SUP_8,South,21,640,14,379,0,13.95,20.48,0,0,19.73,Statin_High_Intensity,20.75,0.20180413763301464,26.571428571428573,261,282.62,357.38,1,22.0,Critical
2024-04-19,SKU_1,WH_1,SUP_8,North,31,609,14,379,0,13.95,20.48,0,0,28.52,Statin_High_Intensity,20.49,0.20180413763301464,26.428571428571427,230,282.08,326.92,1,52.0,Critical
2024-04-20,SKU_1,WH_1,SUP_8,West,26,583,14,379,0,13.95,20.48,0,0,21.74,Statin_High_Intensity,19.55,0.20180413763301464,26.285714285714285,204,281.44,301.56,1,77.0,Critical
2024-04-21,SKU_1,WH_1,SUP_8,South,27,556,14,379,0,13.95,20.48,0,0,28.37,Statin_High_Intensity,20.54,0.20180413763301464,26.0,177,282.79999999999995,273.20000000000005,1,106.0,Critical
2024-04-22,SKU_1,WH_1,SUP_8,East,29,527,14,379,0,13.95,20.48,0,0,30.17,Statin_High_Intensity,19.92,0.20180413763301464,26.142857142857142,148,282.85,244.14999999999998,1,135.0,Critical
2024-04-23,SKU_1,WH_1,SUP_8,North,30,497,14,379,0,13.95,20.48,0,0,30.04,Statin_High_Intensity,19.99,0.20180413763301464,26.142857142857142,118,282.25,214.75,1,164.0,Critical
2024-04-24,SKU_1,WH_1,SUP_8,East,26,471,14,379,0,13.95,20.48,0,0,26.65,Statin_High_Intensity,21.19,0.20180413763301464,27.142857142857142,92,283.97999999999996,187.02000000000004,1,192.0,Critical
2024-04-25,SKU_1,WH_1,SUP_8,North,26,445,14,379,0,13.95,20.48,0,0,31.58,Statin_High_Intensity,20.25,0.20180413763301464,27.857142857142858,66,282.57,162.43,1,217.0,Critical
2024-04-26,SKU_1,WH_1,SUP_8,East,36,409,14,379,0,13.95,20.48,0,0,33.89,Statin_High_Intensity,19.83,0.20180413763301464,28.571428571428573,30,283.01,125.99000000000001,1,253.0,Critical
2024-04-27,SKU_1,WH_1,SUP_8,West,39,370,14,379,0,13.95,20.48,0,0,36.58,Statin_High_Intensity,19.63,0.20180413763301464,30.428571428571427,-9,283.64,86.36000000000001,1,293.0,Critical
2024-04-28,SKU_1,WH_1,SUP_8,West,22,725,14,379,377,13.95,20.48,0,0,26.77,Statin_High_Intensity,19.36,0.20180413763301464,29.714285714285715,346,285.55,439.45,0,0.0,Warning
2024-04-29,SKU_1,WH_1,SUP_8,North,30,695,14,379,0,13.95,20.48,0,0,35.63,Statin_High_Intensity,20.2,0.20180413763301464,29.857142857142858,316,285.52,409.48,0,0.0,Warning
2024-04-30,SKU_1,WH_1,SUP_8,North,21,674,14,379,0,13.95,20.48,0,0,23.04,Statin_High_Intensity,21.18,0.20180413763301464,28.571428571428573,295,286.28000000000003,387.71999999999997,0,0.0,Warning
2024-05-01,SKU_1,WH_1,SUP_8,South,41,633,14,379,0,13.95,20.48,1,0,45.43,Statin_High_Intensity,19.74,0.20180413763301464,30.714285714285715,254,284.31,348.69,1,30.0,Critical
2024-05-02,SKU_1,WH_1,SUP_8,North,29,604,14,379,0,13.95,20.48,0,0,32.11,Statin_High_Intensity,20.21,0.20180413763301464,31.142857142857142,225,285.07,318.93,1,60.0,Critical
2024-05-03,SKU_1,WH_1,SUP_8,West,34,570,14,379,0,13.95,20.48,0,0,32.59,Statin_High_Intensity,19.85,0.20180413763301464,30.857142857142858,191,283.82,286.18,1,93.0,Critical
2024-05-04,SKU_1,WH_1,SUP_8,North,45,525,14,379,0,13.95,20.48,1,0,42.97,Statin_High_Intensity,20.91,0.20180413763301464,31.714285714285715,146,284.58,240.42000000000002,1,139.0,Critical
2024-05-05,SKU_1,WH_1,SUP_8,South,37,488,14,379,0,13.95,20.48,1,0,37.84,Statin_High_Intensity,20.59,0.20180413763301464,33.857142857142854,109,283.58000000000004,204.41999999999996,1,175.0,Critical
2024-05-06,SKU_1,WH_1,SUP_8,North,29,459,14,379,0,13.95,20.48,0,0,27.55,Statin_High_Intensity,19.32,0.20180413763301464,33.714285714285715,80,283.09,175.91000000000003,1,203.0,Critical
2024-05-07,SKU_1,WH_1,SUP_8,North,36,423,14,379,0,13.95,20.48,1,0,36.14,Statin_High_Intensity,21.72,0.20180413763301464,35.857142857142854,44,284.01,138.99,1,240.0,Critical
